std_ymd,event_date,auth_id,user_pseudo_id,event_name,is_anonymous,learn_lang,learn_lang_cnt,lang_code,app_version,platform,platform_version,device_category,continent,country,event_timestamp,event_timestamp_w_timezone,week_cd,screen_class,previous_screen_class,use_time_msec,purchase_type,product,create_date
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648931367010 ,1695681331367010 ,97,MyTabSetting,null,3265,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921429000 ,1695681321429000 ,97,UIViewController,null,1111,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921889000 ,1695681321889000 ,97,RCTModalHostViewController,HomeTab,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648928101010 ,1695681328101010 ,97,MyTab,null,2991,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648931366010 ,1695681331366010 ,97,MyAccountChange,MyTabSetting,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,splash_visit,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921429000 ,1695681321429000 ,97,Splash,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648925110000 ,1695681325110000 ,97,RCTModalHostViewController,null,3681,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648925561010 ,1695681325561010 ,97,MyTab,UIViewController,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648935492010 ,1695681335492010 ,97,MyAccountChange,null,4125,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648925111010 ,1695681325111010 ,97,UIViewController,RCTModalHostViewController,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648928101010 ,1695681328101010 ,97,MyTabSetting,MyTab,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921447000 ,1695681321447000 ,97,HomeTab,Splash,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,membership_user,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921429000 ,1695681321429000 ,97,Splash,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,user_engagement,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648959365000 ,1695681359365000 ,97,MyAccountChange,null,6947,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648920324000 ,1695681320324000 ,97,UIViewController,null,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648920336000 ,1695681320336000 ,97,UIViewController,UIViewController,null,null,null,2023-10-08
2023-09-25,20230925,ECvuummcQA-4GskntiAHtQ,4AA1263870C444EA9F1D2266C27B17D5,screen_view,0,ko,1,zh,5.5.1,IOS,iOS 16.6.1,mobile,Asia,South Korea,1695648921429000 ,1695681321429000 ,97,Splash,UIViewController,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920975678010 ,1695953375678010 ,97,StreakSetting,StreakResult,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920975678010 ,1695953375678010 ,97,StreakResult,null,4825,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,path_tab_step_click,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720669975020 ,1695753069975020 ,97,PathTab,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720414074010 ,1695752814074010 ,97,PathTabPlayer,PathTab,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720667330010 ,1695753067330010 ,97,PathTabPlayer,null,150446,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920222196030 ,1695952622196030 ,97,UIViewController,null,266202,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720218943000 ,1695752618943000 ,97,RCTModalHostViewController,null,1820,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919914815000 ,1695952314815000 ,97,Player,PushHistory,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720354543000 ,1695752754543000 ,97,RCTModalHostViewController,PathTabPlayer,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720263061030 ,1695752663061030 ,97,SnackPlayer,null,27486,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720269609030 ,1695752669609030 ,97,PathTab,null,6547,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920462138010 ,1695952862138010 ,97,PushHistory,Player,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720232558020 ,1695752632558020 ,97,PlusOnlyTab,null,1048,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920468046010 ,1695952868046010 ,97,Player,PushHistory,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920222196030 ,1695952622196030 ,97,PushHistory,UIViewController,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919863234000 ,1695952263234000 ,97,CollectionQuiz,null,42711,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720232557020 ,1695752632557020 ,97,PathTab,PlusOnlyTab,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720201421000 ,1695752601421000 ,97,HomeTab,Splash,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,path_tab_step_click,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720414016010 ,1695752814016010 ,97,PathTab,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920222401030 ,1695952622401030 ,97,Player,PushHistory,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720354542000 ,1695752754542000 ,97,PathTabPlayer,null,25647,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720328895000 ,1695752728895000 ,97,PathTabPlayer,PathTab,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,path_tab_visit,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720232861020 ,1695752632861020 ,97,PathTab,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919747372010 ,1695952147372010 ,97,Player,null,139782,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919955994000 ,1695952355994000 ,97,RCTModalHostViewController,null,1555,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720669989020 ,1695753069989020 ,97,CollectionQuiz,PathTab,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,membership_user,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720201363000 ,1695752601363000 ,97,Splash,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720229928010 ,1695752629928010 ,97,MyTab,BadgeList,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919899611000 ,1695952299611000 ,97,CollectionQuiz,null,34118,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720321994000 ,1695752721994000 ,97,PathTab,CollectionQuiz,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720493572000 ,1695752893572000 ,97,PathTab,null,30476,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920978936010 ,1695953378936010 ,97,StreakSetting,null,3257,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919780731000 ,1695952180731000 ,97,Player,CollectionQuiz,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920330816050 ,1695952730816050 ,97,PushHistory,null,1135,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720321994000 ,1695752721994000 ,97,CollectionQuiz,null,52385,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720220458010 ,1695752620458010 ,97,MyTab,UIViewController,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919607590010 ,1695952007590010 ,97,Player,null,159883,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920978936010 ,1695953378936010 ,97,StreakResult,StreakSetting,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919421148000 ,1695951821148000 ,97,RCTModalHostViewController,null,2161,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720695306020 ,1695753095306020 ,97,CollectionQuiz,null,25315,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,splash_visit,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919419190000 ,1695951819190000 ,97,Splash,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920970853000 ,1695953370853000 ,97,StreakResult,null,4040,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920970853000 ,1695953370853000 ,97,PushHistory,StreakResult,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919954438000 ,1695952354438000 ,97,Player,null,39795,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720220458000 ,1695752620458000 ,97,UIViewController,null,1515,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919780731000 ,1695952180731000 ,97,CollectionQuiz,null,33358,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720411239000 ,1695752811239000 ,97,UIViewController,null,54800,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920462138000 ,1695952862138000 ,97,Player,null,131321,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919865492000 ,1695952265492000 ,97,CollectionQuiz,Player,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919782188000 ,1695952182188000 ,97,Player,null,1456,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720669990020 ,1695753069990020 ,97,PathTab,null,2659,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720218945000 ,1695752618945000 ,97,UIViewController,RCTModalHostViewController,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720463096000 ,1695752863096000 ,97,PathTabPlayer,null,49022,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919424000010 ,1695951824000010 ,97,StreakResult,PushHistory,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720213899010 ,1695752613899010 ,97,UIViewController,RCTModalHostViewController,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919914642000 ,1695952314642000 ,97,PushHistory,Player,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695920967067000 ,1695953367067000 ,97,StreakResult,StreakResult,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919416633000 ,1695951816633000 ,97,UIViewController,UIViewController,null,null,null,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,screen_view,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919747372010 ,1695952147372010 ,97,CollectionQuiz,Player,null,null,null,2023-10-08
2023-09-26,20230926,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,path_tab_step_click,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695720516751000 ,1695752916751000 ,97,PathTab,null,null,CAKE_COUPON,PLUS,2023-10-08
2023-09-29,20230929,3tv6xAvjSiOBvn6Pi8LkGw,D85ED01C4C1E41AA91F97DD2A664BEE3,user_engagement,0,ko,1,en,5.5.1,IOS,iOS 16.0.2,mobile,Asia,South Korea,1695919820522000 ,1695952220522000 ,97,Player,null,1221,null,null,2023-10-08
